Location,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,hospital_count,Fire_station_counts_Population,Fire_station_counts_STATEFP,Fire_station_counts_PLACEFP,Fire_station_counts_PLACENS,Fire_station_counts_GEOID,Fire_station_counts_GEOIDFQ,Fire_station_counts_NAME,Fire_station_counts_NAMELSAD,Fire_station_counts_LSAD,Fire_station_counts_CLASSFP,Fire_station_counts_PCICBSA,Fire_station_counts_MTFCC,Fire_station_counts_FUNCSTAT,Fire_station_counts_ALAND,Fire_station_counts_AWATER,Fire_station_counts_INTPTLAT,Fire_station_counts_INTPTLON,Fire_station_counts_fire_station_count,Shortest lines_Population,Shortest lines_STATEFP,Shortest lines_PLACEFP,Shortest lines_PLACENS,Shortest lines_GEOID,Shortest lines_GEOIDFQ,Shortest lines_NAME,Shortest lines_NAMELSAD,Shortest lines_LSAD,Shortest lines_CLASSFP,Shortest lines_PCICBSA,Shortest lines_MTFCC,Shortest lines_FUNCSTAT,Shortest lines_ALAND,Shortest lines_AWATER,Shortest lines_INTPTLAT,Shortest lines_INTPTLON,Shortest lines_objectid,Shortest lines_fraarcid,Shortest lines_frfranode,Shortest lines_tofranode,Shortest lines_stfips,Shortest lines_cntyfips,Shortest lines_stcntyfips,Shortest lines_stateab,Shortest lines_country,Shortest lines_fradistrct,Shortest lines_rrowner1,Shortest lines_rrowner2,Shortest lines_rrowner3,Shortest lines_trkrghts1,Shortest lines_trkrghts2,Shortest lines_trkrghts3,Shortest lines_trkrghts4,Shortest lines_trkrghts5,Shortest lines_trkrghts6,Shortest lines_trkrghts7,Shortest lines_trkrghts8,Shortest lines_trkrghts9,Shortest lines_division,Shortest lines_subdiv,Shortest lines_branch,Shortest lines_yardname,Shortest lines_passngr,Shortest lines_stracnet,Shortest lines_tracks,Shortest lines_net,Shortest lines_miles,Shortest lines_km,Shortest lines_timezone,Shortest lines_shape_Length,Shortest lines_distance
State Line City town," 123 ","18","72764","02397679","1872764",1600000US1872764,State Line City,State Line City town,"43",C1,N,G4110,A,"360426","0","+40.1973481","-087.5270688",0," 123 ","18","72764","02397679","1872764",1600000US1872764,State Line City,State Line City town,"43",C1,N,G4110,A,"360426","0","+40.1973481","-087.5270688",1," 123 ","18","72764","02397679","1872764",1600000US1872764,State Line City,State Line City town,"43",C1,N,G4110,A,"360426","0","+40.1973481","-087.5270688","334847","492342","415878","415890","18","171","18171",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,LAFAYETTE DISTRICT,#N\A,,,,1,M,0.07838897,0.12615507,E,0.0013408330226991,0
Staunton town," 469 ","18","72782","02397680","1872782",1600000US1872782,Staunton,Staunton town,"43",C1,N,G4110,A,"846441","0","+39.4864498","-087.1888821",0," 469 ","18","72782","02397680","1872782",1600000US1872782,Staunton,Staunton town,"43",C1,N,G4110,A,"846441","0","+39.4864498","-087.1888821",1," 469 ","18","72782","02397680","1872782",1600000US1872782,Staunton,Staunton town,"43",C1,N,G4110,A,"846441","0","+39.4864498","-087.1888821","206649","507244","418428","418417","18","021","18021",IN,US,"4",INRD,,,CSXT,,,,,,,,,,,,,,,0,X,1.21473009,1.95492249,E,0.0207336186710581,7247.66175041612
Stilesville town," 274 ","18","73178","02397682","1873178",1600000US1873178,Stilesville,Stilesville town,"43",C1,N,G4110,A,"965759","16287","+39.6366348","-086.6330119",0," 274 ","18","73178","02397682","1873178",1600000US1873178,Stilesville,Stilesville town,"43",C1,N,G4110,A,"965759","16287","+39.6366348","-086.6330119",1," 274 ","18","73178","02397682","1873178",1600000US1873178,Stilesville,Stilesville town,"43",C1,N,G4110,A,"965759","16287","+39.6366348","-086.6330119","335419","494633","422348","422505","18","063","18063",IN,US,"4",CSXT,,,,,,,,,,,,CHICAGO,ST LOUIS LINE,#N\A,,,S,2,M,0.97068423,1.56216797,E,0.0173272433854829,10470.1181208277
Stinesville town," 202 ","18","73232","02397683","1873232",1600000US1873232,Stinesville,Stinesville town,"43",C1,N,G4110,A,"287113","0","+39.2999444","-086.6498672",0," 202 ","18","73232","02397683","1873232",1600000US1873232,Stinesville,Stinesville town,"43",C1,N,G4110,A,"287113","0","+39.2999444","-086.6498672",0," 202 ","18","73232","02397683","1873232",1600000US1873232,Stinesville,Stinesville town,"43",C1,N,G4110,A,"287113","0","+39.2999444","-086.6498672","193848","494433","421835","422558","18","119","18119",IN,US,"4",ISRR,,,,,,,,,,,,NORTHERN,PETERSBURG,#N\A,,,,1,M,8.88268747,14.29532838,E,0.150304901305275,5885.35156674348
Straughn town," 257 ","18","73664","02397685","1873664",1600000US1873664,Straughn,Straughn town,"43",C1,N,G4110,A,"365382","0","+39.8083842","-085.2908422",0," 257 ","18","73664","02397685","1873664",1600000US1873664,Straughn,Straughn town,"43",C1,N,G4110,A,"365382","0","+39.8083842","-085.2908422",1," 257 ","18","73664","02397685","1873664",1600000US1873664,Straughn,Straughn town,"43",C1,N,G4110,A,"365382","0","+39.8083842","-085.2908422","193715","494300","428615","428761","18","065","18065",IN,US,"4",CNUR,,,,,,,,,,,,#N\A,,#N\A,,,,1,M,3.05598078,4.91813417,E,0.0526402721289852,7624.64668152487
Sullivan city," 4,232 ","18","74006","02395996","1874006",1600000US1874006,Sullivan,Sullivan city,"25",C1,N,G4110,A,"4855754","0","+39.0972917","-087.4073291",0," 4,232 ","18","74006","02395996","1874006",1600000US1874006,Sullivan,Sullivan city,"25",C1,N,G4110,A,"4855754","0","+39.0972917","-087.4073291",1," 4,232 ","18","74006","02395996","1874006",1600000US1874006,Sullivan,Sullivan city,"25",C1,N,G4110,A,"4855754","0","+39.0972917","-087.4073291","194582","495167","416586","416906","18","153","18153",IN,US,"4",INRD,,,,,,,,,,,,#N\A,INDIANAPOLIS (INRD),MAIN TRACK,,,,1,M,3.15444438,5.07659629,E,0.0539758097743124,0
Sulphur Springs town," 334 ","18","74060","02397686","1874060",1600000US1874060,Sulphur Springs,Sulphur Springs town,"43",C1,N,G4110,A,"1821394","682","+39.9966324","-085.4399424",0," 334 ","18","74060","02397686","1874060",1600000US1874060,Sulphur Springs,Sulphur Springs town,"43",C1,N,G4110,A,"1821394","682","+39.9966324","-085.4399424",1," 334 ","18","74060","02397686","1874060",1600000US1874060,Sulphur Springs,Sulphur Springs town,"43",C1,N,G4110,A,"1821394","682","+39.9966324","-085.4399424","200696","501284","428012","428003","18","065","18065",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,O,0.16655858,0.26805059,E,0.00258015107016741,4357.61837664933
Summitville town," 989 ","18","74132","02397687","1874132",1600000US1874132,Summitville,Summitville town,"43",C1,N,G4110,A,"1465622","0","+40.3359787","-085.6434964",0," 989 ","18","74132","02397687","1874132",1600000US1874132,Summitville,Summitville town,"43",C1,N,G4110,A,"1465622","0","+40.3359787","-085.6434964",1," 989 ","18","74132","02397687","1874132",1600000US1874132,Summitville,Summitville town,"43",C1,N,G4110,A,"1465622","0","+40.3359787","-085.6434964","194003","494588","427179","427231","18","095","18095",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,MARION BRANCH,#N\A,,,,1,M,1.38975327,2.23659557,E,0.020707742355601,0
Sunman town," 923 ","18","74168","02397689","1874168",1600000US1874168,Sunman,Sunman town,"43",C1,N,G4110,A,"3029134","0","+39.2372813","-085.0931124",0," 923 ","18","74168","02397689","1874168",1600000US1874168,Sunman,Sunman town,"43",C1,N,G4110,A,"3029134","0","+39.2372813","-085.0931124",1," 923 ","18","74168","02397689","1874168",1600000US1874168,Sunman,Sunman town,"43",C1,N,G4110,A,"3029134","0","+39.2372813","-085.0931124","298810","532461","428970","429227","18","137","18137",IN,US,"4",CIND,,,,,,,,,,,,NORTHERN,CIND,#N\A,,,,1,M,5.13703749,8.26727699,E,0.0889259483362985,0
Swayzee town," 907 ","18","74510","02397690","1874510",1600000US1874510,Swayzee,Swayzee town,"43",C1,N,G4110,A,"1213702","0","+40.5066419","-085.8243071",0," 907 ","18","74510","02397690","1874510",1600000US1874510,Swayzee,Swayzee town,"43",C1,N,G4110,A,"1213702","0","+40.5066419","-085.8243071",1," 907 ","18","74510","02397690","1874510",1600000US1874510,Swayzee,Swayzee town,"43",C1,N,G4110,A,"1213702","0","+40.5066419","-085.8243071","194063","494648","426041","426245","18","053","18053",IN,US,"4",CERA,,,,,,,,,,,,NORTHERN,MARION,#N\A,,,,1,M,2.31325611,3.72283229,E,0.0435343814341253,0
Sweetser town," 1,059 ","18","74546","02397691","1874546",1600000US1874546,Sweetser,Sweetser town,"43",C1,N,G4110,A,"2611341","8892","+40.5688134","-085.7653580",0," 1,059 ","18","74546","02397691","1874546",1600000US1874546,Sweetser,Sweetser town,"43",C1,N,G4110,A,"2611341","8892","+40.5688134","-085.7653580",1," 1,059 ","18","74546","02397691","1874546",1600000US1874546,Sweetser,Sweetser town,"43",C1,N,G4110,A,"2611341","8892","+40.5688134","-085.7653580","205509","506104","426140","426299","18","053","18053",IN,US,"4",XXXX,,,,,,,,,,,,,,,,,,0,T,1.86797099,3.00621392,E,0.0352970512800305,0
Switz City town," 269 ","18","74582","02397692","1874582",1600000US1874582,Switz City,Switz City town,"43",C1,N,G4110,A,"524413","0","+39.0348535","-087.0539901",0," 269 ","18","74582","02397692","1874582",1600000US1874582,Switz City,Switz City town,"43",C1,N,G4110,A,"524413","0","+39.0348535","-087.0539901",1," 269 ","18","74582","02397692","1874582",1600000US1874582,Switz City,Switz City town,"43",C1,N,G4110,A,"524413","0","+39.0348535","-087.0539901","199545","500133","419308","419323","18","055","18055",IN,US,"4",INRD,,,,,,,,,,,,#N\A,INDIANAPOLIS (INRD),MAIN TRACK,,,C,1,M,0.055265,0.08894058,E,0.00102554146683484,0
Syracuse town," 3,081 ","18","74744","02397693","1874744",1600000US1874744,Syracuse,Syracuse town,"43",C1,N,G4110,A,"5730419","953269","+41.4219077","-085.7497657",0," 3,081 ","18","74744","02397693","1874744",1600000US1874744,Syracuse,Syracuse town,"43",C1,N,G4110,A,"5730419","953269","+41.4219077","-085.7497657",1," 3,081 ","18","74744","02397693","1874744",1600000US1874744,Syracuse,Syracuse town,"43",C1,N,G4110,A,"5730419","953269","+41.4219077","-085.7497657","338910","522763","426412","427133","18","085","18085",IN,US,"4",CSXT,,,CPRS,,,,,,,,,CHICAGO,GARRETT,#N\A,,,,2,M,4.96503544,7.99046598,E,0.095247569189012,0
Tell City city," 7,447 ","18","75248","02396037","1875248",1600000US1875248,Tell City,Tell City city,"25",C1,N,G4110,A,"11742395","299196","+37.9530148","-086.7592573",0," 7,447 ","18","75248","02396037","1875248",1600000US1875248,Tell City,Tell City city,"25",C1,N,G4110,A,"11742395","299196","+37.9530148","-086.7592573",1," 7,447 ","18","75248","02396037","1875248",1600000US1875248,Tell City,Tell City city,"25",C1,N,G4110,A,"11742395","299196","+37.9530148","-086.7592573","194768","495353","421776","421789","18","123","18123",IN,US,"4",HOS,,,,,,,,,,,,#N\A,,TELL CITY,,,,1,M,0.98584387,1.58656509,C,0.0143790451391457,0
Tennyson town," 219 ","18","75302","02397694","1875302",1600000US1875302,Tennyson,Tennyson town,"43",C1,N,G4110,A,"605591","0","+38.0817042","-087.1187985",0," 219 ","18","75302","02397694","1875302",1600000US1875302,Tennyson,Tennyson town,"43",C1,N,G4110,A,"605591","0","+38.0817042","-087.1187985",1," 219 ","18","75302","02397694","1875302",1600000US1875302,Tennyson,Tennyson town,"43",C1,N,G4110,A,"605591","0","+38.0817042","-087.1187985","194622","495207","418606","419185","18","173","18173",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,EVANSVILLE BRANCH,EVANSVILLE BRANCH,,,,1,M,6.9337249,11.15877088,C,0.122004974644911,0
Terre Haute city," 58,335 ","18","75428","02396042","1875428",1600000US1875428,Terre Haute,Terre Haute city,"25",C1,Y,G4110,A,"90061110","1010104","+39.4641519","-087.3760358",2," 58,335 ","18","75428","02396042","1875428",1600000US1875428,Terre Haute,Terre Haute city,"25",C1,Y,G4110,A,"90061110","1010104","+39.4641519","-087.3760358",8," 58,335 ","18","75428","02396042","1875428",1600000US1875428,Terre Haute,Terre Haute city,"25",C1,Y,G4110,A,"90061110","1010104","+39.4641519","-087.3760358","201514","502103","417531","417508","18","167","18167",IN,US,"4",INRD,,,,,,,,,,,,,,,,,,0,O,0.07234031,0.11642068,E,0.00129364518187987,0
Thorntown town," 1,412 ","18","75626","02397695","1875626",1600000US1875626,Thorntown,Thorntown town,"43",C1,N,G4110,A,"1587901","0","+40.1292007","-086.6100070",0," 1,412 ","18","75626","02397695","1875626",1600000US1875626,Thorntown,Thorntown town,"43",C1,N,G4110,A,"1587901","0","+40.1292007","-086.6100070",1," 1,412 ","18","75626","02397695","1875626",1600000US1875626,Thorntown,Thorntown town,"43",C1,N,G4110,A,"1587901","0","+40.1292007","-086.6100070","189861","490439","423040","423160","18","011","18011",IN,US,"4",CSXT,,,CIND,,,,,,,,,CHICAGO,FRANKFORT SECONDARY,#N\A,,,,1,M,9.08638249,14.62314438,E,0.132907271142248,11636.8562645717
Tipton city," 5,279 ","18","75986","02397028","1875986",1600000US1875986,Tipton,Tipton city,"25",C1,N,G4110,A,"7091958","0","+40.2824842","-086.0432077",1," 5,279 ","18","75986","02397028","1875986",1600000US1875986,Tipton,Tipton city,"25",C1,N,G4110,A,"7091958","0","+40.2824842","-086.0432077",2," 5,279 ","18","75986","02397028","1875986",1600000US1875986,Tipton,Tipton city,"25",C1,N,G4110,A,"7091958","0","+40.2824842","-086.0432077","199780","500368","425200","425204","18","159","18159",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,O,0.11647114,0.18744251,E,0.0017965992951798,0
Topeka town," 1,223 ","18","76184","02397697","1876184",1600000US1876184,Topeka,Topeka town,"43",C1,N,G4110,A,"4179390","0","+41.5394339","-085.5474553",0," 1,223 ","18","76184","02397697","1876184",1600000US1876184,Topeka,Topeka town,"43",C1,N,G4110,A,"4179390","0","+41.5394339","-085.5474553",1," 1,223 ","18","76184","02397697","1876184",1600000US1876184,Topeka,Topeka town,"43",C1,N,G4110,A,"4179390","0","+41.5394339","-085.5474553","335209","494180","427121","427382","18","113","18113",IN,US,"4",NS,,,AMTK,CPRS,,,,,,,,GREAT LAKES,CHICAGO LINE,#N\A,,A,S,2,M,3.28346706,5.28423858,E,0.0589525008948377,8979.63324270143
Town of Pines town," 588 ","18","76256","02397698","1876256",1600000US1876256,Town of Pines,Town of Pines town,"43",C1,N,G4110,A,"5840184","0","+41.6881943","-086.9517639",0," 588 ","18","76256","02397698","1876256",1600000US1876256,Town of Pines,Town of Pines town,"43",C1,N,G4110,A,"5840184","0","+41.6881943","-086.9517639",1," 588 ","18","76256","02397698","1876256",1600000US1876256,Town of Pines,Town of Pines town,"43",C1,N,G4110,A,"5840184","0","+41.6881943","-086.9517639","335719","495797","419386","420015","18","127","18127",IN,US,"4",AMTK,,,NS,,,,,,,,,LEASEDFOREIGN,MICHIGAN LINE (AMTK),MICHIGAN LINE,,A,,1,M,6.83351627,10.9975004,C,0.122469547955806,0
Trafalgar town," 1,520 ","18","76310","02397699","1876310",1600000US1876310,Trafalgar,Trafalgar town,"43",C1,N,G4110,A,"6630006","0","+39.4124221","-086.1499170",0," 1,520 ","18","76310","02397699","1876310",1600000US1876310,Trafalgar,Trafalgar town,"43",C1,N,G4110,A,"6630006","0","+39.4124221","-086.1499170",1," 1,520 ","18","76310","02397699","1876310",1600000US1876310,Trafalgar,Trafalgar town,"43",C1,N,G4110,A,"6630006","0","+39.4124221","-086.1499170","190680","491258","424199","424517","18","081","18081",IN,US,"4",INRD,,,,,,,,,,,,#N\A,INDIANAPOLIS (INRD),MAIN TRACK,,,C,1,M,11.98647937,19.29040724,E,0.18860050686575,1946.04523983839
Trail Creek town," 2,043 ","18","76328","02397700","1876328",1600000US1876328,Trail Creek,Trail Creek town,"43",C1,N,G4110,A,"3151225","0","+41.6962563","-086.8555171",0," 2,043 ","18","76328","02397700","1876328",1600000US1876328,Trail Creek,Trail Creek town,"43",C1,N,G4110,A,"3151225","0","+41.6962563","-086.8555171",0," 2,043 ","18","76328","02397700","1876328",1600000US1876328,Trail Creek,Trail Creek town,"43",C1,N,G4110,A,"3151225","0","+41.6962563","-086.8555171","335282","494312","420160","421714","18","091","18091",IN,US,"4",CSXT,,,AMTK,,,,,,,,,GREAT LAKES,GRAND RAPIDS,#N\A,,A,,1,M,8.23042257,13.24560767,C,0.146181637255861,0
Troy town," 359 ","18","76634","02397701","1876634",1600000US1876634,Troy,Troy town,"43",C1,N,G4110,A,"2932991","0","+38.0019695","-086.7989925",0," 359 ","18","76634","02397701","1876634",1600000US1876634,Troy,Troy town,"43",C1,N,G4110,A,"2932991","0","+38.0019695","-086.7989925",1," 359 ","18","76634","02397701","1876634",1600000US1876634,Troy,Troy town,"43",C1,N,G4110,A,"2932991","0","+38.0019695","-086.7989925","201323","501912","421364","421351","18","123","18123",IN,US,"4",HOS,,,,,,,,,,,,#N\A,,TELL CITY,,,,1,M,0.26259972,0.42261413,C,0.00395369442259146,0
Ulen town," 112 ","18","77066","02397703","1877066",1600000US1877066,Ulen,Ulen town,"43",C1,N,G4110,A,"591786","0","+40.0661194","-086.4652237",0," 112 ","18","77066","02397703","1877066",1600000US1877066,Ulen,Ulen town,"43",C1,N,G4110,A,"591786","0","+40.0661194","-086.4652237",0," 112 ","18","77066","02397703","1877066",1600000US1877066,Ulen,Ulen town,"43",C1,N,G4110,A,"591786","0","+40.0661194","-086.4652237","189861","490439","423040","423160","18","011","18011",IN,US,"4",CSXT,,,CIND,,,,,,,,,CHICAGO,FRANKFORT SECONDARY,#N\A,,,,1,M,9.08638249,14.62314438,E,0.132907271142248,1269.74888154503
Union City city," 3,452 ","18","77768","02397087","1877768",1600000US1877768,Union City,Union City city,"25",C1,N,G4110,A,"5845507","22410","+40.1993209","-084.8206431",0," 3,452 ","18","77768","02397087","1877768",1600000US1877768,Union City,Union City city,"25",C1,N,G4110,A,"5845507","22410","+40.1993209","-084.8206431",1," 3,452 ","18","77768","02397087","1877768",1600000US1877768,Union City,Union City city,"25",C1,N,G4110,A,"5845507","22410","+40.1993209","-084.8206431","336230","499470","430274","430288","18","135","18135",IN,US,"4",CSXT,,,,,,,,,,,,CHICAGO,INDIANAPOLIS LINE,#N\A,,,S,2,M,0.13931079,0.22419943,E,0.00260513502440515,0
Uniondale town," 272 ","18","77786","02397705","1877786",1600000US1877786,Uniondale,Uniondale town,"43",C1,N,G4110,A,"543546","5051","+40.8300723","-085.2388514",0," 272 ","18","77786","02397705","1877786",1600000US1877786,Uniondale,Uniondale town,"43",C1,N,G4110,A,"543546","5051","+40.8300723","-085.2388514",1," 272 ","18","77786","02397705","1877786",1600000US1877786,Uniondale,Uniondale town,"43",C1,N,G4110,A,"543546","5051","+40.8300723","-085.2388514","295249","528897","428946","428951","18","179","18179",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,S,1.77155742,2.851051,E,0.0256781702217416,5729.62573543652
Universal town," 283 ","18","77912","02397706","1877912",1600000US1877912,Universal,Universal town,"43",C1,N,G4110,A,"932624","0","+39.6225213","-087.4553074",0," 283 ","18","77912","02397706","1877912",1600000US1877912,Universal,Universal town,"43",C1,N,G4110,A,"932624","0","+39.6225213","-087.4553074",0," 283 ","18","77912","02397706","1877912",1600000US1877912,Universal,Universal town,"43",C1,N,G4110,A,"932624","0","+39.6225213","-087.4553074","336238","499483","416952","416994","18","165","18165",IN,US,"4",CSXT,,,INRD,,,,,,,,,NASHVILLE,CED,#N\A,,,S,1,M,0.52511182,0.84508725,E,0.00905153766146481,7275.79481398969
Upland town," 3,803 ","18","77966","02397707","1877966",1600000US1877966,Upland,Upland town,"43",C1,N,G4110,A,"8127787","29916","+40.4628476","-085.5009874",0," 3,803 ","18","77966","02397707","1877966",1600000US1877966,Upland,Upland town,"43",C1,N,G4110,A,"8127787","29916","+40.4628476","-085.5009874",1," 3,803 ","18","77966","02397707","1877966",1600000US1877966,Upland,Upland town,"43",C1,N,G4110,A,"8127787","29916","+40.4628476","-085.5009874","194111","494696","427371","427679","18","053","18053",IN,US,"4",CERA,,,,,,,,,,,,NORTHERN,RED KEY,#N\A,,,,1,M,6.20806118,9.99092599,E,0.117163148416981,0
Utica town," 984 ","18","78110","02397708","1878110",1600000US1878110,Utica,Utica town,"43",C1,N,G4110,A,"3085813","648337","+38.3393565","-085.6557598",0," 984 ","18","78110","02397708","1878110",1600000US1878110,Utica,Utica town,"43",C1,N,G4110,A,"3085813","648337","+38.3393565","-085.6557598",1," 984 ","18","78110","02397708","1878110",1600000US1878110,Utica,Utica town,"43",C1,N,G4110,A,"3085813","648337","+38.3393565","-085.6557598","301339","534955","426972","496875","18","019","18019",IN,US,"4",MGRI,,,,,,,,,,,,,,,,,,0,O,0.09826055,0.15813535,E,0.00147522324017569,345.565197533746
Valparaiso city," 34,565 ","18","78326","02397114","1878326",1600000US1878326,Valparaiso,Valparaiso city,"25",C1,N,G4110,A,"43456314","124950","+41.4798120","-087.0522726",0," 34,565 ","18","78326","02397114","1878326",1600000US1878326,Valparaiso,Valparaiso city,"25",C1,N,G4110,A,"43456314","124950","+41.4798120","-087.0522726",2," 34,565 ","18","78326","02397114","1878326",1600000US1878326,Valparaiso,Valparaiso city,"25",C1,N,G4110,A,"43456314","124950","+41.4798120","-087.0522726","336594","502979","419289","419358","18","127","18127",IN,US,"4",CN,,,CPRS,,,,,,,,,MICHIGAN,SOUTH BEND,MAIN,,,,1,M,0.49739962,0.80048869,C,0.00958138371149584,0
Van Buren town," 780 ","18","78470","02397709","1878470",1600000US1878470,Van Buren,Van Buren town,"43",C1,N,G4110,A,"1510619","0","+40.6157556","-085.5039210",0," 780 ","18","78470","02397709","1878470",1600000US1878470,Van Buren,Van Buren town,"43",C1,N,G4110,A,"1510619","0","+40.6157556","-085.5039210",1," 780 ","18","78470","02397709","1878470",1600000US1878470,Van Buren,Van Buren town,"43",C1,N,G4110,A,"1510619","0","+40.6157556","-085.5039210","194493","495078","427639","427652","18","053","18053",IN,US,"4",WBCR,,,,,,,,,,,,,,,,,,0,O,0.28924357,0.46549333,E,0.00549298758235706,0
Veedersburg town," 2,070 ","18","78740","02397711","1878740",1600000US1878740,Veedersburg,Veedersburg town,"43",C1,N,G4110,A,"7758012","20615","+40.1153068","-087.2572312",0," 2,070 ","18","78740","02397711","1878740",1600000US1878740,Veedersburg,Veedersburg town,"43",C1,N,G4110,A,"7758012","20615","+40.1153068","-087.2572312",1," 2,070 ","18","78740","02397711","1878740",1600000US1878740,Veedersburg,Veedersburg town,"43",C1,N,G4110,A,"7758012","20615","+40.1153068","-087.2572312","195270","495855","416738","416762","18","171","18171",IN,US,"4",VVRR,,,,,,,,,,,,,,,,,,0,O,0.25311558,0.40735086,E,0.00454756329397438,17211.8222451889
Vera Cruz town," 74 ","18","78776","02397712","1878776",1600000US1878776,Vera Cruz,Vera Cruz town,"43",C1,N,G4110,A,"262761","1906","+40.7014177","-085.0797466",0," 74 ","18","78776","02397712","1878776",1600000US1878776,Vera Cruz,Vera Cruz town,"43",C1,N,G4110,A,"262761","1906","+40.7014177","-085.0797466",0," 74 ","18","78776","02397712","1878776",1600000US1878776,Vera Cruz,Vera Cruz town,"43",C1,N,G4110,A,"262761","1906","+40.7014177","-085.0797466","193811","494396","428940","429239","18","179","18179",IN,US,"4",WBCR,,,,,,,,,,,,ERIE,ST. MARYS,MAIN TRK,,,,1,M,5.02859534,8.09275593,E,0.0913253960909426,9906.13282030428
Vernon town," 233 ","18","78902","02397713","1878902",1600000US1878902,Vernon,Vernon town,"43",C1,N,G4110,A,"536639","0","+38.9853682","-085.6100339",0," 233 ","18","78902","02397713","1878902",1600000US1878902,Vernon,Vernon town,"43",C1,N,G4110,A,"536639","0","+38.9853682","-085.6100339",1," 233 ","18","78902","02397713","1878902",1600000US1878902,Vernon,Vernon town,"43",C1,N,G4110,A,"536639","0","+38.9853682","-085.6100339","189908","490486","427375","427567","18","079","18079",IN,US,"4",CMPA,,,,,,,,,,,,SOUTHERN,SOUTHWEST EAST,MADISON RR,,,,1,M,7.02313009,11.30265487,E,0.113875151270419,0
